Typical Values,(as sold) per 100g,(as sold) per 80g serving,%GDA,your GDA*,item name,(as sold) per 80g,per 100g,per 80g serving,(as sold) per 1/2 pack (160g),per 1/2 pack (160g) %RI,your RI*,(as consumed) per 100g ,(as consumed) per 1/2 pack (171g),per 1/2 pack (171g) %RI,per 1/2 pack (90g),%RI,(as sold) per 1/2 pack (175g), per 1/2 pack (175g) %RI, your RI*,(stir fried) per 100g,(stir fried) per 1/2 pack (143g),per 1/2 pack (143g) %RI,your RI* ,(as consumed) per 100g,(as consumed) per 1/2 pack (187g),per 1/2 pack (187g) %RI,per 1/2 pack (160g) % RI,(as consumed) per 1/2 pack (166g),per 1/2 pack (166g) %RI,(microwaved) per 100g,(microwaved) per 1/4 pack (approx. 111g),(as consumed) per 1/2 pack (147g),per teaspoon (5g),per teaspoon (5g) %RI,per 80g serving %GDA,per 100g (as sold):,per 80g:,GDA % values per 80g:,Recommended guideline daily amounts for adults (GDA):,(as sold) per 2 small potatoes (130g),per 2 small potatoes (130g) %GDA,per 80g,per 1/2 pack (125g), per 1/2 pack (125g) %RI,(as sold) per potato (175g),% GDA,(as sold)per 100g,per 80g %GDA,per 80g serving % GDA,your GDA *,(as sold) per 100g portion,per 100g portion %RI,(as sold) per 100g:,(as sold) per 80g:,For Peeled Potatoes Boiled in Unsalted Water Per 100g,For Peeled Potatoes Boiled in Unsalted Water Per 175g portion,%RI provided per 175g portion,RI*,per 80g serving %RI,per 80g serving:,GDA% values per 80g serving:,per 1/4 pack (40g),per 1/4 pack (40g) %RI,per 1/4 pack (81g),per 1/4 pack (81g) %RI,per 100g:,per 6 babycorn:,GDA % values per 6 babycorn:,4 tablespoons,per 80g portion,per 80g portion %RI,per 80g % GDA,(as consumed) per 1/2 pack (225g),(as sold) per 100g ,per 1/4 pack serving,per 1/4 pack serving %RI,(as sold) per 5g,(as sold) per 1/2 pack (187g),per 1/2 pack (187g) % RI,per 1/4 pack (approx. 87g),per 1/4 pack (approx. 87g) %RI,(microwaved) per 1/2 pack (162g),(as sold) per 1/2 pack (125g),per 1/2 pack (125g) % RI,(as sold) per serving,(boiled) per 100g,(boiled) per 1/4 pack (approx. 132g),per 1/4 pack (approx. 132g) %RI,per 1/2 pack (35g),per 1/2 pack (35g) %RI,(as sold) per 1/4 pack (125g),per 1/4 pack (125g) %RI,(as sold) per 175g serving,per 1/2 pack (150g),(as consumed) per 100g (1/2 pack),per serving,per 175g serving,(as sold) per 1/2 pack (200g),per 1/2 pack (200g) %RI,(as consumed) per 1/2 pack (200g),(as consumed) per 1/2 pack (79g),(as sold) per 1/2 pack (250g),per 1/2 pack (250g) %RI,(as consumed) per 1/2 pack (150g),100g contains:,1/2 of a pack (200g) contains:,(as consumed) per 1/2 pack (146g),(as consumed) per mini stuffed mushroom (26g),Two Croquettes (100g) contains:,1/4 of a pack (70g) contains:,Per 100g,(edible portion) per 100g,(edible portion) per 80g portion,per 1/2 pack (80g),per 1/2 pack (80g) %RI,(as sold) per 1/2 pack (180g),per 1/2 pack (180g) %RI
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Chinese Stir Fry  320g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Chinese Stir Fry  320g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,,,,,Morrisons Rice Noodles                360g,,,,,,8400kJ/2000kcal,852kJ/202kcal,1456kJ/345kcal,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,,,,,Morrisons Rice Noodles                360g,,,,,,70g,2.6g,4.4g,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates,,,,,Morrisons Rice Noodles                360g,,,,,,20g,0.8g,1.4g,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,,,,,Morrisons Rice Noodles                360g,,,,,,,37.9g,64.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars,,,,,Morrisons Rice Noodles                360g,,,,,,90g,trace,0.1g,<1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,,,,,Morrisons Rice Noodles                360g,,,,,,,5.8g,9.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,,,Morrisons Rice Noodles                360g,,,,,,,3.8g,6.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,,,,,Morrisons Rice Noodles                360g,,,,,,6g,trace,0.05g,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Rice Noodles                360g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Rice Noodles                360g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,,,Morrisons Chow Mein Stir Fry Sauce  180ml,,313kJ/74kcal,,,,8400kJ/2000kcal,,,,282kJ/67kcal,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,,,Morrisons Chow Mein Stir Fry Sauce  180ml,,1g,,,,70g,,,,0.9g,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,,,Morrisons Chow Mein Stir Fry Sauce  180ml,,0.2g,,,,20g,,,,0.2g,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,Morrisons Chow Mein Stir Fry Sauce  180ml,,15.5g,,,,,,,,13.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,,,Morrisons Chow Mein Stir Fry Sauce  180ml,,12g,,,,90g,,,,10.8g,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Morrisons Chow Mein Stir Fry Sauce  180ml,,0.6g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Morrisons Chow Mein Stir Fry Sauce  180ml,,0.5g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,,,Morrisons Chow Mein Stir Fry Sauce  180ml,,1.23g,,,,6g,,,,1.11g,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Chow Mein Stir Fry Sauce  180ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Chow Mein Stir Fry Sauce  180ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,143kJ/34kcal,,,,Morrisons Vegetable Stir Fry  350g,,,,,,,,,,,,250kJ/60kcal, 3%, 8400kJ/2000kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,0.5g,,,,Morrisons Vegetable Stir Fry  350g,,,,,,,,,,,,0.9g, 1%, 70g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates,0.1g,,,,Morrisons Vegetable Stir Fry  350g,,,,,,,,,,,,0.2g, 1%, 20g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,4.4g,,,,Morrisons Vegetable Stir Fry  350g,,,,,,,,,,,,7.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars,3.9g,,,,Morrisons Vegetable Stir Fry  350g,,,,,,,,,,,,6.8g, 8%, 90g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,2.4g,,,,Morrisons Vegetable Stir Fry  350g,,,,,,,,,,,,4.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,1.8g,,,,Morrisons Vegetable Stir Fry  350g,,,,,,,,,,,,3.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,trace,,,,Morrisons Vegetable Stir Fry  350g,,,,,,,,,,,,0.05g, 1%, 6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference intake of an average adult (8400KJ/2000kcal) (RI),,,,,Morrisons Vegetable Stir Fry  350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Vegetable Stir Fry  350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,,,Morrisons Hoi Sin Stirfry Sauce 180ml,,484kJ/114kcal,,,,8400kJ/2000kcal,,,,436kJ/103kcal,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,,,Morrisons Hoi Sin Stirfry Sauce 180ml,,0.1g,,,,70g,,,,0.1g,<1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,,,Morrisons Hoi Sin Stirfry Sauce 180ml,,0.1g,,,,20g,,,,0.1g,<1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,Morrisons Hoi Sin Stirfry Sauce 180ml,,27.6g,,,,,,,,24.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,,,Morrisons Hoi Sin Stirfry Sauce 180ml,,20.1g,,,,90g,,,,18.1g,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Morrisons Hoi Sin Stirfry Sauce 180ml,,0.1g,,,,,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Morrisons Hoi Sin Stirfry Sauce 180ml,,0.6g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,,,Morrisons Hoi Sin Stirfry Sauce 180ml,,1.0g,,,,6g,,,,0.99g,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Hoi Sin Stirfry Sauce 180ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Hoi Sin Stirfry Sauce 180ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,,,Morrisons Teriyaki Stir Fry Sauce 180g,,448kJ/106kcal,,,,8400kJ/2000kcal,,,,403kJ/95kcal,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,,,Morrisons Teriyaki Stir Fry Sauce 180g,,1g,,,,70g,,,,0.9g,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,,,Morrisons Teriyaki Stir Fry Sauce 180g,,0.2g,,,,20g,,,,0.2g,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,Morrisons Teriyaki Stir Fry Sauce 180g,,22.9g,,,,,,,,20.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,,,Morrisons Teriyaki Stir Fry Sauce 180g,,21.7g,,,,90g,,,,19.5g,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Morrisons Teriyaki Stir Fry Sauce 180g,,0.6g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Morrisons Teriyaki Stir Fry Sauce 180g,,1g,,,,,,,,0.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,,,Morrisons Teriyaki Stir Fry Sauce 180g,,1.23g,,,,6g,,,,1.11g,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Teriyaki Stir Fry Sauce 180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Teriyaki Stir Fry Sauce 180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,,,,,Morrisons Market St Protein Noodles 300g,,,,,,,,,,,,,,,869kJ/206kcal,1243kJ/294kcal,15%,8400kJ/2000kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,,,,,Morrisons Market St Protein Noodles 300g,,,,,,,,,,,,,,,3.3g,4.7g,7%,70g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates,,,,,Morrisons Market St Protein Noodles 300g,,,,,,,,,,,,,,,0.9g,1.3g,6%,20g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,,,,,Morrisons Market St Protein Noodles 300g,,,,,,,,,,,,,,,32g,45.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars,,,,,Morrisons Market St Protein Noodles 300g,,,,,,,,,,,,,,,0.5g,0.7g,1%,90g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,,,,,Morrisons Market St Protein Noodles 300g,,,,,,,,,,,,,,,2.2g,3.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,,,Morrisons Market St Protein Noodles 300g,,,,,,,,,,,,,,,10.9g,15.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,,,,,Morrisons Market St Protein Noodles 300g,,,,,,,,,,,,,,,0.23g,0.33g,5%,6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Market St Protein Noodles 300g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Market St Protein Noodles 300g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,,,Morrisons Sweet & Sour Stir Fry Sauce  180ml,,400kJ/95kcal,,,,8400kJ/2000kcal,,,,360kJ/85kcal,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,,,Morrisons Sweet & Sour Stir Fry Sauce  180ml,,1.5g,,,,70g,,,,1.4g,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,,,Morrisons Sweet & Sour Stir Fry Sauce  180ml,,0.2g,,,,20g,,,,0.2g,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,Morrisons Sweet & Sour Stir Fry Sauce  180ml,,20g,,,,,,,,18g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,,,Morrisons Sweet & Sour Stir Fry Sauce  180ml,,18.1g,,,,90g,,,,16.3g,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Morrisons Sweet & Sour Stir Fry Sauce  180ml,,0.1g,,,,,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Morrisons Sweet & Sour Stir Fry Sauce  180ml,,0.2g,,,,,,,,0.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,,,Morrisons Sweet & Sour Stir Fry Sauce  180ml,,0.7g,,,,6g,,,,0.63g,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Sweet & Sour Stir Fry Sauce  180ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Sweet & Sour Stir Fry Sauce  180ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,,,Morrisons Blackbean Stir Fry Sauce  180g,,372kJ/89kcal,,,,8400kJ/2000kcal,,,,335kJ/80kcal,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,,,Morrisons Blackbean Stir Fry Sauce  180g,,4.6g,,,,70g,,,,4.1g,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,,,Morrisons Blackbean Stir Fry Sauce  180g,,0.4g,,,,20g,,,,0.4g,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,Morrisons Blackbean Stir Fry Sauce  180g,,9.6g,,,,,,,,8.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,,,Morrisons Blackbean Stir Fry Sauce  180g,,5.8g,,,,90g,,,,5.2g,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Morrisons Blackbean Stir Fry Sauce  180g,,0.6g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Morrisons Blackbean Stir Fry Sauce  180g,,2g,,,,,,,,1.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
